student_id,week,avg_submission_delay,quiz_score,attendance_pct,study_sessions,deadline_load,burnout_risk
106,7,1.98,75.69,95.46,3,2,1
106,8,2.57,64.29,89.48,3,1,1
106,9,2.39,61.56,89.67,1,1,1
106,10,2.72,61.9,97.55,2,3,1
106,11,2.62,64.0,93.75,1,1,1
106,12,3.03,70.41,90.8,3,3,1
107,1,0.4,92.09,91.0,1,2,1
107,2,2.06,84.69,94.93,1,3,1
107,3,2.28,85.31,93.86,3,2,1
107,4,2.36,85.84,83.62,3,1,1
107,5,1.21,78.98,82.6,3,3,1
107,6,2.02,76.16,85.85,2,3,1
107,7,2.68,72.97,82.68,1,1,1
107,8,2.74,84.09,91.28,2,2,1
107,9,2.79,74.1,73.79,1,2,1
107,10,2.89,67.77,82.98,2,1,1
107,11,3.31,80.94,82.92,1,2,1
107,12,3.07,78.27,78.09,3,2,1
108,1,0.17,87.17,87.03,4,3,0
108,2,0.06,86.96,87.54,5,1,0
108,3,0.42,84.44,95.27,4,2,0
108,4,0.8,76.65,88.1,5,1,0
108,5,0.23,78.56,89.98,4,1,0
108,6,1.12,81.18,90.54,6,1,0
108,7,0.18,69.87,88.99,5,2,0
108,8,0.46,75.79,82.88,5,1,0
108,9,0.34,82.66,86.43,4,3,0
108,10,0.98,76.31,94.33,6,3,0
108,11,0.16,83.2,94.32,6,1,0
108,12,0.74,83.0,87.12,5,3,0
109,1,1.72,68.64,99.64,1,3,1
109,2,1.26,66.9,98.9,1,3,1
109,3,2.4,71.89,100.0,2,2,1
109,4,1.63,66.99,97.25,1,2,1
109,5,2.22,59.79,93.83,3,3,1
109,6,2.82,57.05,77.25,2,1,1
109,7,3.42,56.73,87.45,3,2,1
109,8,1.77,62.14,83.09,1,3,1
109,9,2.68,64.31,84.96,3,3,1
109,10,3.0,58.15,80.67,2,3,1
109,11,3.41,59.31,90.82,3,3,1
109,12,3.71,58.54,81.69,1,2,1
110,1,0.57,69.41,92.77,6,1,0
110,2,0.23,69.04,92.96,4,2,0
110,3,0.53,69.23,93.23,5,1,0
110,4,0.47,69.34,92.82,6,2,0
110,5,0.43,66.69,91.17,4,3,0
110,6,0.64,68.13,92.55,6,3,0
110,7,0.49,73.62,95.02,5,2,0
110,8,0.92,62.22,93.54,5,3,0
110,9,0.53,70.82,98.54,5,2,0
110,10,0.55,70.08,97.33,4,3,0
110,11,0.56,66.95,96.65,5,2,0
110,12,0.75,75.74,90.77,6,1,0
111,1,0.58,89.75,91.17,4,1,0
111,2,0.23,78.2,88.12,5,1,0
111,3,0.82,83.2,82.68,4,1,0
111,4,0.41,77.09,90.91,4,3,0
111,5,0.27,78.05,88.04,5,2,0
111,6,0.59,77.53,85.34,5,1,0
111,7,0.55,82.13,87.84,5,3,0
111,8,0.0,80.34,86.38,4,1,0
111,9,0.54,79.63,85.16,6,2,0
111,10,0.28,78.55,89.25,5,3,0
111,11,0.2,79.34,86.04,6,2,0
111,12,0.05,80.72,89.21,6,3,0
112,1,0.96,67.99,90.62,4,2,0
112,2,0.84,80.26,84.36,4,1,0
112,3,0.27,81.05,89.32,4,3,0
112,4,0.75,73.74,91.7,4,3,0
112,5,0.52,75.99,92.88,5,3,0
112,6,0.66,88.26,85.52,4,1,0
112,7,0.87,76.33,90.75,6,2,0
112,8,0.69,74.57,93.43,4,2,0
112,9,0.0,73.6,89.32,6,2,0
112,10,0.55,69.26,84.47,5,1,0
112,11,0.56,74.97,94.71,4,3,0
112,12,0.38,75.57,90.62,4,3,0
113,1,1.68,83.83,91.29,2,1,1
113,2,1.76,80.83,86.45,2,2,1
113,3,2.07,82.89,89.99,1,1,1
113,4,2.07,70.03,85.48,1,1,1
113,5,2.04,81.78,87.59,3,3,1
113,6,2.61,77.11,88.57,2,1,1
113,7,2.87,73.95,89.01,1,3,1
113,8,2.15,78.6,81.46,3,2,1
113,9,3.45,84.91,85.19,2,2,1
113,10,2.54,68.84,75.1,3,2,1
113,11,3.27,68.1,89.32,3,1,1
113,12,3.58,73.04,80.59,1,1,1
114,1,1.99,62.85,86.3,2,1,1
114,2,1.62,81.94,90.73,1,3,1
114,3,2.39,74.83,92.38,1,1,1
114,4,1.76,67.09,86.58,1,3,1
114,5,2.71,71.74,97.75,1,3,1
114,6,2.4,74.51,95.71,3,1,1
114,7,3.07,59.98,95.8,1,3,1
114,8,3.52,62.31,89.39,2,2,1
114,9,2.4,68.17,82.56,2,2,1
114,10,3.15,75.31,87.78,3,3,1
114,11,2.57,70.55,78.39,1,3,1
114,12,3.16,75.06,80.91,3,1,1
115,1,0.1,75.4,83.57,4,3,0
115,2,0.62,75.16,84.51,6,2,0
115,3,0.13,80.2,82.28,6,3,0
115,4,0.45,73.73,84.31,4,1,0
115,5,0.53,77.0,91.19,4,2,0
115,6,0.41,78.65,87.77,4,3,0
115,7,0.6,74.97,86.77,5,3,0
115,8,0.47,76.23,92.52,4,3,0
115,9,0.48,77.15,85.03,4,1,0
115,10,0.53,76.73,86.71,6,2,0
115,11,0.18,80.46,82.63,6,1,0
115,12,0.18,83.14,88.52,5,2,0
116,1,0.57,73.41,91.36,4,3,0
116,2,0.4,76.85,92.18,6,2,0
116,3,0.24,72.36,90.05,4,1,0
116,4,1.25,77.16,95.76,5,1,0
116,5,0.69,75.46,84.53,5,1,0
116,6,0.24,76.15,87.1,5,3,0
116,7,0.21,71.95,90.1,6,2,0
116,8,0.0,80.04,85.05,4,2,0
116,9,1.13,77.96,88.74,6,1,0
116,10,0.44,75.14,85.16,4,3,0
116,11,0.65,73.3,88.2,4,2,0
116,12,0.75,73.39,94.11,4,2,0
117,1,1.71,69.35,89.26,1,3,1
117,2,1.43,69.67,82.03,3,1,1
117,3,2.11,57.31,79.98,3,3,1
117,4,2.6,55.81,81.1,1,2,1
117,5,2.07,64.4,86.69,1,2,1
117,6,2.6,58.71,77.11,3,1,1
117,7,3.47,60.47,81.0,2,1,1
117,8,3.25,66.67,89.3,1,1,1
117,9,3.49,57.08,79.63,2,1,1
117,10,3.02,61.62,86.78,2,1,1
117,11,2.75,60.92,86.73,2,1,1
117,12,3.37,52.4,84.61,3,2,1
118,1,1.42,66.13,90.21,1,3,1
118,2,1.86,70.99,91.03,1,1,1
118,3,1.61,71.11,86.19,1,1,1
118,4,2.69,59.26,89.65,3,1,1
118,5,1.6,67.93,89.62,1,1,1
118,6,2.28,52.46,86.64,2,3,1
118,7,2.26,58.93,89.73,1,1,1
118,8,3.49,65.96,91.88,2,1,1
118,9,2.92,64.63,90.33,1,1,1
118,10,3.21,55.32,89.61,2,3,1
118,11,3.45,60.75,81.32,2,1,1
118,12,2.84,56.01,91.85,1,1,1
119,1,0.51,78.03,88.26,6,3,0
119,2,0.23,84.33,93.13,6,1,0
119,3,0.0,75.02,92.54,4,1,0
119,4,0.17,77.35,86.8,6,1,0
119,5,0.25,81.99,88.11,4,1,0
119,6,0.89,82.28,93.01,6,3,0
119,7,0.96,76.32,94.99,4,1,0
119,8,0.54,69.86,89.35,5,2,0
119,9,0.58,74.88,93.56,5,1,0
119,10,0.53,81.79,89.41,6,3,0
119,11,0.35,76.96,90.99,5,3,0
119,12,0.64,77.87,92.01,6,3,0
120,1,0.65,73.0,86.04,4,2,0
120,2,0.0,78.04,84.89,5,2,0
120,3,0.21,77.71,84.79,5,1,0
120,4,0.62,83.42,89.23,4,1,0
120,5,0.86,84.2,89.13,4,1,0
120,6,0.54,75.99,88.18,5,3,0
120,7,0.63,79.9,85.92,5,1,0
120,8,0.0,77.72,86.43,6,3,0
120,9,0.71,81.27,85.88,5,2,0
120,10,0.97,70.25,89.73,6,3,0
120,11,0.0,75.32,91.06,4,2,0
120,12,1.16,81.06,89.67,6,2,0
121,1,1.98,66.07,100.0,3,1,1
121,2,1.59,70.06,88.24,2,2,1
121,3,1.89,63.09,90.94,2,1,1
121,4,1.47,64.02,90.89,3,2,1
121,5,1.72,57.21,87.46,2,3,1
121,6,3.08,63.98,82.17,1,2,1
121,7,3.38,66.29,87.54,1,2,1
121,8,3.2,67.61,82.97,3,2,1
121,9,3.21,65.23,89.31,2,3,1
121,10,2.86,55.69,90.0,3,3,1
121,11,3.23,55.93,94.31,3,3,1
121,12,2.91,52.36,81.57,2,1,1
122,1,0.42,61.42,88.85,6,1,0
122,2,0.65,70.67,79.97,6,2,0
122,3,0.49,65.36,83.11,5,2,0
122,4,0.1,65.02,85.44,6,3,0
122,5,1.03,66.38,86.41,4,2,0
122,6,0.46,66.61,81.14,6,3,0
122,7,0.36,55.02,86.13,4,3,0
122,8,0.74,59.62,79.95,4,3,0
122,9,0.71,69.6,82.91,4,1,0
122,10,0.49,68.88,87.88,6,3,0
122,11,1.05,63.8,88.84,5,3,0
122,12,0.67,75.28,83.5,5,1,0
123,1,0.26,70.38,83.16,5,1,0
123,2,0.57,69.03,83.89,6,3,0
123,3,1.09,72.63,84.1,4,2,0
123,4,0.39,64.37,89.37,6,3,0
123,5,0.57,67.27,87.18,5,3,0
123,6,0.65,68.16,86.26,5,2,0
123,7,0.39,72.25,85.19,4,1,0
123,8,0.18,71.86,85.93,4,3,0
123,9,0.44,67.89,84.75,4,1,0
123,10,0.7,71.13,89.14,6,3,0
123,11,0.0,67.22,79.4,4,3,0
123,12,0.44,73.31,81.64,6,1,0
124,1,0.66,76.28,88.93,6,1,0
124,2,0.72,80.14,95.77,5,2,0
124,3,0.44,72.53,93.88,5,1,0
124,4,0.31,79.68,94.45,6,2,0
124,5,0.02,72.82,91.17,4,2,0
124,6,0.75,80.94,93.04,5,1,0
124,7,0.99,74.79,94.91,6,2,0
124,8,0.66,80.98,91.52,4,3,0
124,9,0.62,78.1,95.49,6,3,0
124,10,0.32,72.3,92.73,6,3,0
124,11,0.79,78.5,88.1,4,1,0
124,12,0.19,79.43,91.84,5,3,0
125,1,1.14,58.43,83.11,5,2,0
125,2,0.05,68.25,90.58,5,2,0
125,3,0.92,71.76,88.32,6,3,0
125,4,0.0,63.14,87.68,4,3,0
125,5,0.45,69.01,90.13,6,1,0
125,6,0.52,63.91,91.45,5,3,0
125,7,0.88,65.96,85.26,5,2,0
125,8,0.63,70.53,92.1,5,2,0
125,9,0.02,61.96,86.35,5,1,0
125,10,0.74,64.46,88.72,5,1,0
125,11,0.71,62.62,89.13,5,2,0
125,12,0.35,64.29,89.98,5,1,0
126,1,0.79,81.68,88.45,5,2,0
126,2,0.04,89.82,95.04,5,3,0
126,3,0.8,79.87,89.81,5,1,0
126,4,0.3,83.03,93.52,6,3,0
126,5,0.26,88.68,97.78,4,3,0
126,6,0.36,81.81,90.67,4,1,0
126,7,0.06,77.32,94.13,6,1,0
126,8,0.4,84.75,92.22,5,2,0
126,9,0.0,82.17,89.57,4,3,0
126,10,0.77,81.07,95.89,6,3,0
126,11,0.3,78.03,93.76,4,1,0
126,12,0.58,77.72,90.1,6,2,0
127,1,0.05,65.49,83.98,6,2,0
127,2,0.8,68.62,84.77,5,2,0
127,3,0.69,69.14,90.71,6,1,0
127,4,0.47,70.66,89.01,5,3,0
127,5,0.16,65.37,89.36,5,2,0
127,6,0.62,72.28,81.44,5,3,0
127,7,0.57,65.52,83.22,4,3,0
127,8,0.54,71.12,91.49,5,1,0
127,9,0.79,72.16,84.45,4,2,0
127,10,0.61,62.53,84.76,4,3,0
127,11,0.63,64.03,90.72,4,3,0
127,12,0.42,74.58,89.0,5,3,0
128,1,0.36,89.24,83.27,4,2,0
128,2,0.91,80.73,85.77,5,3,0
128,3,0.15,81.08,85.86,6,3,0
128,4,0.68,82.25,84.24,4,2,0
128,5,0.93,78.2,83.47,5,3,0
128,6,0.23,79.7,83.73,5,1,0
128,7,0.49,77.86,78.49,4,1,0
128,8,0.53,77.36,81.86,6,3,0
128,9,0.65,84.51,82.79,4,3,0
128,10,0.7,81.7,77.24,4,2,0
128,11,0.69,75.15,84.86,6,3,0
128,12,1.03,82.21,87.54,5,1,0
129,1,0.49,76.86,100.0,6,1,0
129,2,0.44,73.5,91.92,4,1,0
129,3,0.72,76.4,95.78,4,2,0
129,4,0.35,80.45,95.7,5,3,0
129,5,0.58,66.86,95.02,5,1,0
129,6,0.57,80.41,96.2,5,1,0
129,7,0.66,79.1,89.78,6,2,0
129,8,0.13,66.67,99.87,5,3,0
129,9,0.62,68.22,97.45,4,3,0
129,10,0.0,81.59,97.96,4,1,0
129,11,0.68,73.88,93.72,6,2,0
129,12,0.66,68.66,93.33,6,1,0
130,1,0.0,83.2,93.0,5,3,0
130,2,0.01,77.14,92.7,6,3,0
130,3,0.17,75.11,97.36,6,1,0
130,4,0.62,84.69,91.43,5,3,0
130,5,0.92,74.08,95.56,4,1,0
130,6,0.18,64.86,92.54,4,3,0
130,7,0.87,72.11,91.22,6,1,0
130,8,0.56,75.93,90.86,5,1,0
130,9,0.04,77.95,90.39,6,1,0
130,10,0.22,73.5,98.27,4,3,0
130,11,0.12,81.83,92.49,6,1,0
130,12,0.59,74.57,94.27,6,2,0
131,1,0.9,73.09,80.81,1,3,1
131,2,1.11,68.87,83.68,1,2,1
131,3,2.1,71.19,86.53,3,1,1
131,4,2.41,67.74,84.75,2,1,1
131,5,2.31,74.32,84.09,2,1,1
131,6,2.47,73.25,83.42,1,1,1
131,7,2.67,66.94,85.12,3,1,1
131,8,2.64,65.22,73.32,1,2,1
131,9,2.53,59.19,78.04,3,1,1
131,10,2.5,61.22,79.19,2,1,1
131,11,2.21,67.42,78.78,3,1,1
131,12,3.34,56.15,67.95,1,1,1
132,1,0.81,74.34,81.53,6,2,0
132,2,0.79,69.93,86.08,6,2,0
132,3,0.51,72.85,82.58,6,1,0
132,4,0.22,68.68,92.05,4,1,0
132,5,0.81,74.81,85.29,4,1,0
132,6,0.43,65.37,85.47,4,2,0
132,7,0.36,70.18,84.0,4,1,0
132,8,0.14,71.85,86.12,6,3,0
132,9,0.42,73.68,80.82,6,2,0
132,10,0.0,72.54,91.45,6,3,0
132,11,0.75,71.43,87.54,4,1,0
132,12,1.0,73.38,80.19,6,3,0
133,1,0.45,73.84,96.74,4,1,0
133,2,0.25,77.04,88.61,6,1,0
133,3,1.01,71.3,91.05,5,2,0
133,4,0.75,78.64,87.7,6,2,0
133,5,0.52,77.53,93.76,6,3,0
133,6,0.37,72.21,91.1,4,1,0
133,7,0.62,78.74,92.43,6,2,0
133,8,0.9,82.64,91.74,5,3,0
133,9,0.13,71.24,98.02,4,2,0
133,10,1.05,80.43,91.08,4,2,0
133,11,0.31,76.25,87.43,5,2,0
133,12,0.36,75.24,85.38,6,2,0
134,1,0.36,73.77,100.0,5,3,0
134,2,0.47,70.66,95.68,6,2,0
134,3,0.5,69.62,91.41,4,3,0
134,4,0.37,72.19,95.39,6,1,0
134,5,0.78,67.05,92.27,4,3,0
134,6,0.42,72.93,90.1,4,2,0
134,7,0.5,72.9,95.34,6,1,0
134,8,0.53,69.65,91.74,5,1,0
134,9,0.17,76.77,94.31,5,2,0
134,10,1.18,76.2,96.14,6,3,0
134,11,1.08,75.15,93.97,4,1,0
134,12,0.81,78.37,96.82,5,3,0
135,1,0.25,69.76,82.64,4,3,0
135,2,0.75,60.87,82.12,6,1,0
135,3,1.01,78.17,80.42,5,1,0
135,4,0.0,76.03,95.81,6,1,0
135,5,0.13,73.78,83.1,6,2,0
135,6,0.34,70.34,86.85,6,1,0
135,7,0.97,69.8,85.67,6,1,0
135,8,0.44,74.13,80.75,4,1,0
135,9,0.77,72.32,85.12,5,3,0
135,10,0.86,67.99,89.03,4,1,0
135,11,0.78,68.97,88.51,5,1,0
135,12,0.34,75.17,90.94,6,1,0
136,1,0.58,74.24,96.72,5,3,0
136,2,0.55,69.67,89.55,4,3,0
136,3,0.0,74.2,90.24,5,2,0
136,4,0.16,73.59,88.78,6,3,0
136,5,0.53,72.98,88.22,6,3,0
136,6,0.42,67.23,92.43,4,2,0
136,7,0.28,76.26,84.28,4,2,0
136,8,0.1,75.71,93.18,6,3,0
136,9,0.13,78.92,92.51,4,1,0
136,10,0.31,69.21,86.77,5,1,0
136,11,0.57,75.08,87.47,4,2,0
136,12,1.08,74.35,92.21,6,1,0
137,1,1.07,74.33,93.84,5,2,0
137,2,0.51,71.89,92.21,4,3,0
137,3,0.43,64.08,92.82,6,1,0
137,4,0.92,68.6,89.25,6,3,0
137,5,0.15,70.48,91.02,4,2,0
137,6,0.37,61.34,91.81,5,2,0
137,7,0.18,74.16,88.94,5,3,0
137,8,0.35,69.65,90.99,6,1,0
137,9,0.3,69.69,89.92,4,2,0
137,10,0.71,69.88,90.02,5,3,0
137,11,0.82,70.03,87.72,5,2,0
137,12,0.6,64.34,88.85,5,2,0
138,1,0.89,75.05,92.73,4,3,0
138,2,0.01,76.61,89.56,4,2,0
138,3,0.83,76.01,84.18,4,3,0
138,4,0.41,76.83,83.64,5,2,0
138,5,0.19,80.57,85.56,6,1,0
138,6,0.29,76.24,87.95,6,1,0
138,7,0.64,68.74,88.98,5,3,0
138,8,0.33,76.59,87.55,5,2,0
138,9,0.07,76.07,90.01,6,3,0
138,10,0.31,80.42,90.34,4,1,0
138,11,0.7,77.22,82.52,5,3,0
138,12,0.54,82.51,88.18,6,1,0
139,1,0.81,76.73,84.89,4,3,0
139,2,0.94,74.36,90.09,5,3,0
139,3,0.03,76.81,90.44,5,1,0
139,4,0.65,65.24,89.5,6,1,0
139,5,1.12,75.14,86.28,5,1,0
139,6,0.87,74.61,89.24,5,1,0
139,7,0.0,74.43,94.01,4,1,0
139,8,0.34,71.87,87.22,5,1,0
139,9,0.02,74.31,90.97,6,3,0
139,10,0.69,61.81,88.96,5,2,0
139,11,0.89,67.49,91.08,5,1,0
139,12,0.37,76.63,82.27,5,1,0
140,1,1.04,62.2,92.42,5,2,0
140,2,0.0,64.98,84.52,6,2,0
140,3,0.22,60.34,83.51,5,3,0
140,4,0.58,68.33,83.48,6,3,0
140,5,0.33,69.02,82.55,6,2,0
140,6,0.68,66.25,77.92,6,2,0
140,7,0.79,67.68,83.71,6,3,0
140,8,1.04,66.51,84.24,5,1,0
140,9,0.85,62.71,80.57,4,2,0
140,10,0.38,61.06,89.1,5,1,0
140,11,1.07,65.36,86.39,4,3,0
140,12,0.51,66.15,87.2,5,2,0
141,1,1.48,76.51,87.11,1,1,1
141,2,1.66,80.34,85.44,1,3,1
141,3,2.36,88.64,92.84,3,3,1
141,4,1.64,77.33,88.7,1,3,1
141,5,2.16,81.25,82.69,3,2,1
141,6,2.6,76.83,82.87,1,1,1
141,7,2.99,81.2,84.59,3,2,1
141,8,2.09,81.79,80.72,3,2,1
141,9,2.87,77.3,78.68,1,2,1
141,10,3.03,64.08,74.71,1,1,1
141,11,3.59,60.76,78.52,2,1,1
141,12,4.55,64.38,84.11,1,2,1
142,1,0.21,70.03,86.32,4,3,0
142,2,0.65,70.74,87.77,6,1,0
142,3,0.38,66.97,85.52,5,3,0
142,4,0.48,74.96,91.85,4,2,0
142,5,0.7,70.03,85.54,5,1,0
142,6,0.37,67.6,92.86,6,1,0
142,7,0.63,71.08,87.64,6,2,0
142,8,0.37,72.0,87.21,6,2,0
142,9,0.51,73.75,83.48,6,2,0
142,10,0.4,68.7,88.88,5,1,0
142,11,0.92,70.51,81.91,6,3,0
142,12,0.76,72.56,84.89,5,2,0
143,1,0.77,65.51,95.25,5,3,0
143,2,0.29,73.16,89.95,6,2,0
143,3,0.05,71.05,90.25,5,1,0
143,4,0.2,66.61,94.65,4,2,0
143,5,0.49,69.86,86.78,4,3,0
143,6,0.43,66.9,89.69,6,3,0
143,7,0.81,63.44,87.5,6,3,0
143,8,0.27,64.58,91.96,6,1,0
143,9,1.09,66.7,94.39,6,3,0
143,10,0.65,68.63,91.19,5,2,0
143,11,0.71,62.08,88.63,5,1,0
143,12,0.72,61.07,93.55,5,1,0
144,1,0.87,83.6,98.53,5,1,0
144,2,0.33,77.04,93.28,4,1,0
144,3,1.08,74.64,91.59,6,1,0
144,4,0.51,77.03,86.58,6,3,0
144,5,1.0,77.32,90.56,5,1,0
144,6,0.32,71.15,89.79,4,2,0
144,7,0.64,84.2,92.42,6,3,0
144,8,0.75,82.98,87.98,6,2,0
144,9,0.49,86.84,91.73,5,1,0
144,10,0.58,72.52,87.26,4,3,0
144,11,0.16,77.55,96.0,4,2,0
144,12,0.25,75.6,86.07,4,3,0
145,1,1.99,74.36,95.66,2,2,1
145,2,1.98,76.33,100.0,3,1,1
145,3,1.43,72.75,92.03,3,2,1
145,4,1.37,76.51,94.18,3,2,1
145,5,2.21,71.95,86.74,2,1,1
145,6,3.07,75.43,81.43,1,3,1
145,7,2.97,71.76,88.27,2,2,1
145,8,2.86,73.64,89.15,1,3,1
145,9,3.16,65.11,88.11,3,3,1
145,10,2.9,63.2,92.75,3,1,1
145,11,3.04,65.24,87.65,1,2,1
145,12,3.06,73.08,90.32,2,3,1
146,1,0.56,68.93,89.64,6,2,0
146,2,0.51,68.67,91.73,5,1,0
146,3,0.28,79.57,86.53,5,1,0
146,4,0.85,73.96,88.64,4,1,0
146,5,0.19,71.57,90.36,5,2,0
146,6,0.22,72.51,88.83,5,3,0
146,7,0.31,70.4,85.4,4,2,0
146,8,0.49,76.88,87.83,5,2,0
146,9,0.0,72.42,87.86,6,1,0
146,10,0.34,76.68,85.47,4,2,0
146,11,0.0,76.58,92.97,5,1,0
146,12,0.39,74.35,89.08,4,2,0
147,1,0.51,70.02,83.58,5,3,0
147,2,0.39,86.6,88.75,5,2,0
147,3,0.48,75.98,81.56,5,2,0
147,4,0.57,78.4,85.9,5,3,0
147,5,0.56,76.03,81.55,6,3,0
147,6,0.35,75.93,84.14,6,1,0
147,7,0.15,81.01,89.3,4,2,0
147,8,0.43,72.64,81.09,6,3,0
147,9,0.34,82.38,82.26,5,1,0
147,10,0.0,84.47,81.47,5,2,0
147,11,0.37,76.88,88.86,4,3,0
147,12,0.8,76.42,81.14,5,2,0
148,1,0.88,67.15,83.69,6,2,0
148,2,0.33,69.66,82.24,4,1,0
148,3,0.1,71.31,87.29,5,3,0
148,4,0.51,69.05,86.32,4,2,0
148,5,0.04,63.3,85.38,4,3,0
148,6,0.58,70.96,81.66,6,2,0
148,7,0.69,63.86,86.81,6,1,0
148,8,0.22,65.27,81.38,5,1,0
148,9,0.0,63.94,80.68,6,2,0
148,10,0.46,74.09,82.03,4,2,0
148,11,0.05,66.74,85.64,6,2,0
148,12,0.81,68.09,85.48,4,2,0
149,1,0.49,86.4,94.66,4,1,0
149,2,0.25,82.43,91.97,6,3,0
149,3,0.62,81.63,90.13,4,2,0
149,4,0.68,80.25,90.64,4,1,0
149,5,0.03,76.74,95.65,6,1,0
149,6,0.58,76.44,95.77,4,3,0
149,7,0.76,78.38,93.22,5,3,0
149,8,0.72,81.89,81.6,5,2,0
149,9,0.4,77.13,95.96,4,1,0
149,10,0.7,75.69,93.85,6,1,0
149,11,0.35,78.28,93.0,5,3,0
149,12,0.04,85.35,94.14,4,1,0
150,1,0.79,83.18,92.14,4,3,0
150,2,0.37,79.02,83.22,5,3,0
150,3,1.28,81.95,80.51,4,1,0
150,4,0.42,70.9,83.53,6,3,0
150,5,0.59,77.32,89.87,5,3,0
150,6,0.28,80.58,89.4,6,3,0
150,7,0.11,78.59,86.68,6,3,0
150,8,0.07,76.25,85.13,5,1,0
150,9,0.5,84.85,85.47,4,2,0
150,10,0.36,75.92,85.85,5,1,0
150,11,0.56,77.76,85.42,5,2,0
150,12,0.59,77.48,89.11,4,2,0
151,1,0.46,81.16,98.27,5,1,0
151,2,0.35,87.96,100.0,6,3,0
151,3,0.16,89.04,99.14,6,3,0
151,4,0.7,82.44,95.2,6,2,0
151,5,0.28,88.31,93.38,4,1,0
151,6,0.26,86.82,92.1,4,3,0
151,7,0.67,80.57,97.75,6,2,0
151,8,0.3,84.29,92.39,6,3,0
151,9,1.16,77.24,91.46,4,2,0
151,10,0.9,83.0,95.81,5,1,0
151,11,0.38,85.5,96.45,5,1,0
151,12,0.0,92.88,95.79,4,1,0
152,1,0.0,71.77,82.59,6,2,0
152,2,0.31,72.17,88.01,4,2,0
152,3,0.7,71.6,82.52,6,1,0
152,4,0.5,76.31,91.28,6,3,0
152,5,0.0,78.63,90.39,4,2,0
152,6,0.21,74.75,86.39,4,2,0
152,7,0.37,78.51,89.48,4,1,0
152,8,0.79,71.54,90.92,6,1,0
152,9,1.17,73.31,91.1,5,1,0
152,10,0.57,73.54,85.5,4,3,0
152,11,0.56,72.32,90.14,5,2,0
152,12,0.51,76.43,91.87,4,3,0
153,1,0.96,72.07,88.32,1,3,1
153,2,1.27,69.85,82.68,1,2,1
153,3,2.45,71.3,87.38,3,1,1
153,4,2.13,69.64,85.02,3,3,1
153,5,2.0,65.25,87.57,1,2,1
153,6,2.66,60.3,84.93,1,1,1
153,7,2.33,74.34,70.01,2,1,1
153,8,2.4,67.26,81.39,1,2,1
153,9,3.3,74.34,80.8,2,3,1
153,10,2.99,58.33,80.18,2,2,1
153,11,3.09,65.95,78.69,1,1,1
153,12,3.53,62.75,77.44,1,2,1
154,1,0.82,87.08,95.9,6,2,0
154,2,0.0,83.96,91.01,4,3,0
154,3,0.66,88.09,93.51,5,2,0
154,4,0.25,72.83,95.59,6,2,0
154,5,0.19,90.53,91.9,6,2,0
154,6,0.35,87.67,95.87,4,3,0
154,7,0.96,91.84,100.0,5,1,0
154,8,0.23,81.86,94.94,4,2,0
154,9,0.47,81.47,93.77,4,2,0
154,10,0.09,84.79,95.39,6,2,0
154,11,0.0,86.75,93.34,5,1,0
154,12,0.9,89.55,93.6,4,1,0
155,1,0.75,67.9,94.73,5,3,0
155,2,0.67,76.75,96.75,4,2,0
155,3,0.88,75.05,98.3,4,2,0
155,4,0.59,72.46,90.69,6,2,0
155,5,0.0,79.03,97.24,6,3,0
155,6,0.63,69.55,98.37,4,1,0
155,7,0.59,75.37,97.86,6,3,0
155,8,0.72,76.54,94.74,4,2,0
155,9,0.59,66.36,98.79,4,3,0
155,10,0.9,72.52,96.42,4,1,0
155,11,0.77,71.94,99.03,5,2,0
155,12,0.0,78.28,96.11,5,3,0
156,1,0.62,64.01,95.14,5,3,0
156,2,0.74,69.82,95.24,5,2,0
156,3,0.52,63.43,95.08,6,1,0
156,4,1.06,72.99,89.07,6,2,0
156,5,0.42,67.59,89.95,5,1,0
156,6,0.55,62.44,94.99,4,3,0
156,7,0.38,72.31,96.57,4,1,0
156,8,0.69,77.16,93.9,4,3,0
156,9,0.88,63.74,89.59,4,3,0
156,10,0.25,64.06,90.27,4,1,0
156,11,0.23,67.71,89.38,6,2,0
156,12,0.57,69.62,90.9,6,3,0
157,1,1.1,73.72,87.83,1,1,1
157,2,1.42,76.05,83.77,3,3,1
157,3,1.94,71.09,86.49,1,2,1
157,4,2.39,73.52,87.48,1,2,1
157,5,2.21,65.43,69.02,1,2,1
157,6,1.66,72.77,84.51,1,3,1
157,7,3.4,75.3,73.02,3,3,1
157,8,2.47,65.0,92.78,2,2,1
157,9,2.69,68.65,83.06,2,3,1
157,10,2.38,68.67,88.77,3,2,1
157,11,2.14,60.8,71.82,2,1,1
157,12,2.78,73.83,75.38,3,3,1
158,1,1.1,75.7,88.8,4,1,0
158,2,0.24,71.93,90.94,6,2,0
158,3,0.11,75.14,85.8,4,1,0
158,4,0.15,78.27,93.04,6,1,0
158,5,0.57,75.05,86.7,5,2,0
158,6,0.4,75.23,89.49,5,1,0
158,7,0.63,67.13,89.85,6,1,0
158,8,0.31,74.95,87.95,4,1,0
158,9,0.32,77.08,89.31,4,3,0
158,10,0.0,72.12,95.2,4,3,0
158,11,0.21,67.53,89.18,6,3,0
158,12,0.0,76.57,87.48,4,1,0
159,1,0.47,67.79,93.51,6,3,0
159,2,1.29,70.74,91.67,6,1,0
159,3,0.62,70.53,96.75,6,2,0
159,4,0.35,72.64,96.15,4,3,0
